name,market,funding_total_usd,status,state_code,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Moprise,Enterprise Software,2238055,closed,WA,2.0,2010-01-01,2011-07-08,2011-10-07,0.0,1738055.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MoPub,Mobile Advertising,18500000,acquired,CA,4.0,2010-09-09,2010-09-01,2012-09-20,0.0,18500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0
MoreMagic Solutions,Finance,4125000,acquired,MA,1.0,2001-01-01,2005-06-29,2005-06-29,0.0,4125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125000.0,0.0,0.0,0.0,0.0
Morpho Technologies,Semiconductors,11540000,closed,CA,2.0,2000-01-01,2005-04-18,2008-02-24,0.0,11540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0
Morta Security,Security,1000000,acquired,CA,1.0,,2013-02-13,2013-02-13,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mosaic Biosciences,Biotechnology,3274000,closed,CO,2.0,,2011-11-08,2014-02-10,0.0,3274000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mosoro,Manufacturing,1500000,closed,CO,1.0,2010-01-01,2012-01-31,2012-01-31,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motally,Wireless,1999999,acquired,CA,2.0,,2009-06-17,2010-04-06,0.0,1249999.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motionbox,Games,17200000,acquired,NY,3.0,2006-01-01,2006-09-01,2009-01-14,0.0,17200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,7000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0
Movaya,Mobile,500000,acquired,WA,1.0,2006-02-01,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Move Networks,Software,102083349,acquired,CA,6.0,,2006-11-07,2010-05-26,0.0,99083349.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45300000.0,46000000.0,0.0,0.0,0.0,0.0,0.0
"MoveableCode, Inc.",Android,350000,closed,RI,2.0,2010-01-01,2009-01-01,2012-04-01,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moverati,Video,2150000,closed,TX,1.0,2010-02-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Movero Technology,Enterprise Software,5992316,closed,TX,2.0,2003-01-01,2007-06-14,2010-03-23,0.0,5992316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Movity,Curated Web,1300000,acquired,CA,1.0,2009-12-01,2010-09-18,2010-09-18,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moxsie,Shopping,4700000,closed,CA,2.0,,2008-06-27,2010-07-12,0.0,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozy,Flash Storage,1900000,acquired,UT,1.0,2005-01-01,2005-05-01,2005-05-01,0.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mPay Gateway,Software,9164123,closed,MN,4.0,2004-01-01,2008-09-01,2012-09-18,0.0,0.0,0.0,0.0,0.0,2414123.0,6750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpex Pharmaceuticals,Biotechnology,32000000,closed,CA,1.0,,2005-08-09,2005-08-09,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Youth,Advertising,15100000,acquired,NY,2.0,2002-01-01,2002-10-01,2009-02-01,100000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSDSonline.com,Task Management,4400000,acquired,IL,2.0,1996-01-01,2004-09-30,2007-07-31,0.0,0.0,0.0,4400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mSnap,Advertising,5000000,acquired,CO,1.0,2005-06-01,2006-06-01,2006-06-01,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mSpoke,Curated Web,1496950,acquired,PA,1.0,2006-06-01,2009-06-30,2009-06-30,0.0,1496950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mSpot,Music,2330000,acquired,CA,1.0,2004-01-01,2005-08-01,2005-08-01,0.0,2330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTM Laboratories,Biotechnology,81574940,acquired,AZ,4.0,1999-08-30,1999-08-30,2010-11-08,0.0,81574940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672640.0,13158000.0,66744300.0,0.0,0.0,0.0,0.0,0.0
mTraks,Music,550000,closed,CA,1.0,,2007-05-01,2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mu Dynamics,Web Hosting,24000000,acquired,CA,3.0,2005-01-01,2005-01-01,2008-05-19,0.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0
Multigig,Semiconductors,37891054,acquired,CA,3.0,2003-01-01,2008-05-12,2010-12-22,0.0,37891054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500000.0,10000000.0,0.0,0.0,0.0,0.0,0.0
Mumboe,Software,4500000,closed,TX,1.0,2005-08-01,2006-10-01,2006-10-01,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MuseStorm,Curated Web,1429763,closed,CA,2.0,2005-01-01,2006-01-01,2007-07-01,0.0,1000000.0,0.0,0.0,0.0,0.0,429763.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MusicNow,Music,42230000,acquired,IL,5.0,1999-01-01,1999-11-30,2003-07-31,0.0,0.0,0.0,42230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muziwave.com,Music,525000,closed,CA,2.0,,2012-08-01,2012-09-08,525000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mValent,Software,6000000,acquired,CA,1.0,,2005-12-05,2005-12-05,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0
mVisum,Health and Wellness,841991,acquired,NJ,1.0,2006-01-01,2009-03-24,2009-03-24,0.0,841991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MX Logic,Security,4000000,acquired,CO,1.0,2002-01-01,2006-11-07,2006-11-07,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0
My Best Interest,Software,375000,closed,CA,1.0,2006-11-05,2008-05-10,2008-05-10,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My eShoe,Shoes,50000,closed,NY,1.0,2008-11-24,2010-08-24,2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Perfect Gig,Consulting,3500000,closed,MA,1.0,2007-01-01,2010-12-28,2010-12-28,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My True Fit,E-Commerce,4360000,closed,MA,1.0,2005-01-01,2011-08-01,2011-08-01,0.0,4360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my6sense,Advertising,7500000,acquired,CA,4.0,2007-03-01,2008-01-01,2013-06-27,500000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,2500000.0,2000000.0,0.0,0.0,0.0,0.0,0.0
MyCabbage,Marketplaces,1550000,closed,IL,2.0,2010-03-01,2011-02-28,2012-08-23,0.0,950000.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mycirQle,Software,112000,closed,NY,1.0,2011-01-01,2012-01-13,2012-01-13,112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myContactCard,Messaging,60000,closed,CA,1.0,2007-01-01,2009-12-24,2009-12-24,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyDatingTree,Celebrity,10000,closed,GA,1.0,2007-01-01,2010-04-13,2010-04-13,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyEdu,Colleges,18700000,acquired,TX,3.0,2009-01-01,2009-01-01,2011-10-24,0.0,18700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0
MyEnergy,Incentives,4000000,acquired,MA,2.0,2007-06-04,2009-02-01,2011-02-03,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mykonos Software,Software,4000000,acquired,CA,1.0,2009-01-01,2012-01-23,2012-01-23,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyMiniLife,Games,430000,acquired,CA,3.0,2007-01-01,2006-11-15,2007-11-15,50000.0,0.0,0.0,0.0,0.0,0.0,380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyNewPlace,Real Estate,20000000,acquired,CA,2.0,1999-01-01,2006-03-22,2006-09-18,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0
MyPublisher,Software,8900000,acquired,NY,1.0,1995-01-01,2007-09-01,2007-09-01,0.0,8900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900000.0,0.0,0.0,0.0,0.0,0.0,0.0
Myrio,Television,20500000,closed,WA,1.0,1999-12-01,2001-01-01,2001-01-01,0.0,20500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyShape,Shopping,28000000,closed,CA,4.0,2003-09-01,2007-07-17,2010-11-10,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500000.0,0.0,0.0,0.0,0.0,0.0
MySocialCloud.com,Cloud Computing,1000000,acquired,CA,1.0,2011-05-26,2012-03-16,2012-03-16,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MySQL,Databases,40800000,acquired,CA,4.0,,2001-11-12,2008-01-01,0.0,39800000.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,19500000.0,18500000.0,0.0,0.0,0.0,0.0,0.0
Mytopia,Games,3500000,acquired,CA,2.0,2007-01-01,2008-01-01,2009-03-01,0.0,3200000.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyVerse,Finance,400000,closed,CA,1.0,2010-03-19,2010-07-30,2010-07-30,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mywaves,Video,6000000,closed,CA,1.0,2005-12-01,2006-12-08,2006-12-08,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyWealth,Curated Web,2000000,closed,NY,1.0,,2009-02-11,2009-02-11,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-Sided,Software,378000,closed,CA,1.0,2003-01-01,2006-06-19,2006-06-19,0.0,378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N2Care,Health and Wellness,20000,closed,VA,1.0,2006-01-01,2012-02-09,2012-02-09,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N2N Commerce,E-Commerce,30000000,closed,MA,1.0,2006-01-01,2008-01-03,2008-01-03,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nail Your Mortgage,Banking,3100000,closed,IL,1.0,2009-10-01,2009-10-01,2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nalace Corporation,Fashion,19000,closed,GA,1.0,2012-01-01,2012-04-19,2012-04-19,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namo Media,Mobile,1875000,acquired,CA,1.0,2013-02-11,2013-03-01,2013-03-01,1875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NanoH2O,Nanotechnology,95500000,acquired,CA,3.0,2005-01-01,2007-05-31,2012-04-30,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,60500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NanoInk,Biotechnology,100000000,closed,IL,2.0,,2008-03-21,2012-01-06,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88000000.0,0.0,0.0,0.0
NanoMas Technologies,Nanotechnology,3200000,closed,NY,1.0,,2008-11-13,2008-11-13,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napera Networks,SaaS,6600000,acquired,WA,2.0,2006-12-01,2008-11-29,2009-09-02,0.0,6600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napkin Labs,Services,2401536,acquired,CO,3.0,2009-09-24,2010-12-01,2012-01-09,0.0,1001536.0,0.0,0.0,0.0,300000.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Narus,Security,38700000,acquired,CA,2.0,1997-01-01,2006-10-31,2009-07-20,0.0,38700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nascentric,Software,13400000,closed,TX,2.0,2003-01-01,2006-06-16,2007-09-12,0.0,13400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200000.0,7200000.0,0.0,0.0,0.0,0.0,0.0
National Medical Solutions,nan,3000000,acquired,CO,1.0,,2005-12-06,2005-12-06,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Veterinary Associates,Medical Professionals,128000000,acquired,CA,1.0,1996-01-01,2007-05-01,2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NationalField,Facebook Applications,1500000,acquired,DC,1.0,2009-06-12,2012-10-30,2012-10-30,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NatSent,Social Media,70000,closed,TX,1.0,2010-01-01,2010-02-01,2010-02-01,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natural Cleaners Colorado,Clean Technology,1900000,closed,CO,1.0,2005-01-01,2008-08-27,2008-08-27,0.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NaturalPath Media,Media,250000,acquired,CA,1.0,2006-06-01,2006-12-01,2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naubo,News,200000,closed,AL,1.0,2007-06-22,2007-01-01,2007-01-01,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naverus,Public Transportation,14000000,acquired,WA,2.0,2003-01-01,2008-02-28,2009-04-17,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,4000000.0,0.0,0.0,0.0,0.0
Navic Networks,Advertising,42000000,acquired,MA,3.0,2000-01-03,2000-02-14,2001-02-26,0.0,42000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0
Navigenics,Biotechnology,43000000,acquired,CA,2.0,2006-01-01,2007-11-07,2010-02-04,0.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0
Navini Networks,Web Hosting,30920000,acquired,TX,2.0,2000-01-01,2005-08-10,2006-06-21,0.0,30920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13420000.0,0.0,0.0,0.0
Navman Wireless OEM Solutions,Mobile,5000000,acquired,IL,1.0,2001-01-01,2010-01-06,2010-01-06,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nCircle Network Security,Security,6000999,acquired,CA,2.0,1998-01-01,2007-05-21,2010-12-22,0.0,6000999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nearbuy Systems,Retail,3282327,acquired,CA,3.0,2010-04-01,2011-07-21,2012-11-23,0.0,3282327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NearbyNow,Curated Web,19250000,acquired,CA,3.0,,2006-06-20,2009-04-16,0.0,19250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,11750000.0,0.0,0.0,0.0,0.0,0.0
Nellix,Health Care,6500000,acquired,CA,1.0,,2008-03-15,2008-03-15,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0
NeoGuide Systems,Biotechnology,25000000,acquired,CA,2.0,2000-01-01,2003-11-18,2006-09-29,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0
Neomatrix,Hardware + Software,4225311,acquired,CA,1.0,1999-01-01,2012-06-25,2012-06-25,0.0,4225311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neomend,Biotechnology,55702727,acquired,CA,4.0,1999-01-01,2009-05-15,2011-08-03,0.0,50000000.0,0.0,0.0,0.0,5702727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,0.0,0.0,0.0,0.0
NEON Concierge,Software,135000,closed,CA,1.0,2013-06-01,2013-06-01,2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NeoPath Networks,Enterprise Software,11000000,acquired,CA,1.0,2002-01-01,2006-05-22,2006-05-22,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0
Neopolitan Networks,Curated Web,3170000,closed,CA,1.0,2002-01-01,2007-06-28,2007-06-28,0.0,3170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NeoVista,Health Care,130003458,closed,CA,7.0,,2006-09-18,2012-05-14,0.0,106000000.0,0.0,0.0,0.0,24003458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000000.0,41000000.0,0.0,33000000.0,0.0,0.0,0.0
Nereus Pharmaceuticals,Biotechnology,20000000,closed,CA,1.0,,2010-06-25,2010-06-25,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0
NERITES,Biotechnology,2269779,closed,WI,2.0,2004-01-01,2009-06-11,2010-02-03,0.0,0.0,0.0,0.0,0.0,2269779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ness Computing,iPhone,20000000,acquired,CA,2.0,2009-10-01,2011-07-19,2012-08-21,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Nest Labs,Home Automation,80000000,acquired,CA,3.0,2010-05-25,2010-09-21,2013-01-30,0.0,80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000000.0,0.0,0.0,0.0,0.0,0.0
Netbyte Hosting,Web Hosting,2500000,closed,MA,1.0,2005-10-01,2009-12-01,2009-12-01,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netcipia,Web Development,200000,closed,CA,1.0,2006-04-30,2007-08-30,2007-08-30,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netcontinuum,Enterprise Software,15000000,acquired,CA,1.0,1999-01-01,2005-10-17,2005-10-17,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netcordia,Information Technology,13000000,acquired,MD,2.0,2000-01-01,2005-06-28,2006-07-31,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
NetDevices,Software,25000000,acquired,CA,1.0,2003-01-01,2005-08-16,2005-08-16,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0
